UNIQUE CODE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2022),WINNING COALITION,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,state,code_state,area_km2,population_total,nationality_citizen,nationality_non_citizen,sex_male,sex_female,housing_total,household_total,household_size_avg,live_births,live_births_male,live_births_female,deaths,deaths_male,deaths_female,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,sme_small,sme_micro,sme_medium,businesses_agriculture,businesses_crops,businesses_livestock,businesses_fisheries,businesses_forestry,businesses_mining,businesses_manufacturing,businesses_construction,businesses_services,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none,income_mean,expenditure_mean,poverty_rate,Loosemore-Hanby Index,Gallagher Index,Gallagher Index (n),Gallagher Index (%),Polsby-Popper Index,Parliament Area,Parliament Perimeter,Convex-Hull,Compactness,Convex Hull,Compactness Index,Reock Index,Convex Hull Index
P.120,P.120,BUKIT BINTANG,79782,13.05,71.6,12.41,0.91,0.4,0.02,1.62,96.74,0.01,3.25,0,2.59,9.66,13.02,15.66,19.47,21.01,12.27,4.54,1.78,52.32,47.68,URBAN,PH,DAP,NA,79782,38977,NA,NA,NA,218,52936,MCA,TAN TEIK PENG,MALE,42,4850,DAP,FONG KUI LUN,MALE,NA,43827,PPBM,EDWIN CHEN,MALE,NA,4259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Kuala Lumpur,14,21,120529,94913,25616,68072,52457,44272,34763,3.2,1372,681,691,491,271,220,72.6,3,11060,13677,7401,0.363,0,1,12,153,253,183,30,20,20,237,1061,1577,28539,100,0,0,100,0,5851,3529,4.4,0.26293379,-15594.74775,-15594.74775,-16.35068097,0.020107056,0.00170753,0.291413649,0.002840104,0.005859471,0.002840104,0.005859471,9.26E-06,0.60122092
P.121,P.121,LEMBAH PANTAI,101828,59.09,19.14,17.18,1,0.63,0.04,2.92,90.38,0.02,9.55,0.05,4.01,15.82,22.46,18.94,16.57,13.35,6.36,2.04,0.46,52.14,47.86,URBAN,PH,PKR,NA,101828,13912,NA,NA,NA,515,76714,UMNO,RAMLAN ASKOLANI,MALE,61,21447,PKR,FAHMI FADZIL,MALE,41,35359,PAS,HAJI FAUZI ABU BAKAR,MALE,NA,19098,PUTRA,DR. ASMAH,FEMALE,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Kuala Lumpur,14,20,148094,138041,10053,75335,72759,47085,46785,3.4,1732,907,825,624,361,263,72.8,3.3,9801,13081,6186,0.376,0,191,1397,6076,85,55,8,8,14,71,278,453,10570,100,0,0,100,0,13081,6186,0,0.335589757,6451.252252,6451.252252,6.763967534,0.022085195,0.001588884,0.268222673,0.002547841,0.00592375,0.002547841,0.00592375,8.80E-06,0.623619672
P.122,P.122,SEPUTEH,124805,12.06,76.78,8.96,0.52,0.22,0.01,1.43,99.65,0.02,0.32,0,5.01,16.97,17.92,18.61,16.84,13.5,7.91,2.77,0.48,48.72,51.28,URBAN,PH,DAP,NA,124805,67187,NA,NA,NA,402,87454,MCA,LEE KAH HING,MALE,54,6032,DAP,TERESA KOK,FEMALE,NA,73234,GERAKAN,WONG YEE YENG,MALE,NA,6047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Kuala Lumpur,14,31,322511,310277,12234,164548,157963,97871,90322,3.5,3906,2061,1845,1409,821,588,71.3,3.5,11113,13489,7764,0.329,0.5,12,191,1010,147,102,18,11,16,70,565,1255,15005,100,0,0,100,0,13489,7764,0.5,0.411313977,29428.25225,29428.25225,30.85474494,0.035635334,0.002553112,0.267666781,0.003167308,0.009538395,0.003167308,0.009538395,3.67E-05,0.806082458
P.123,P.123,CHERAS,101184,13.44,77.09,7.77,0.56,0.23,0.01,0.9,98.86,0.01,1.13,0,3.79,13.75,16.21,17.88,18.45,17.08,9.07,3.14,0.64,49.74,50.26,URBAN,PH,DAP,NA,101184,54448,NA,NA,NA,300,71746,MCA,CHONG YEW CHUAN,MALE,39,5606,DAP,TAN KOK WAI,MALE,NA,60294,PPBM,RUBY CHIN,FEMALE,NA,5846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Kuala Lumpur,14,16,135823,123916,11907,71634,64189,47148,39716,3.4,1642,843,799,591,336,255,72.6,3.7,10264,12031,5979,0.319,0.2,234,1965,7802,83,45,12,11,15,55,425,928,13997,100,0,0,100,0,12031,5979,0.2,0.333467357,5807.252252,5807.252252,6.088750549,0.016674668,0.001303999,0.279646886,0.002153245,0.004663019,0.002153245,0.004663019,4.48E-06,0.605596938
P.124,P.124,BANDAR TUN RAZAK,119185,61.99,26.94,8.77,0.7,0.6,0.02,0.98,95.78,0.02,0.17,4.04,6.38,21.36,22.73,18.34,14.92,10.42,4.56,1.16,0.14,49.86,50.14,URBAN,PH,PKR,NA,119185,9817,NA,NA,NA,572,93021,MCA,DATUK CHEW YIN KEEN,MALE,58,15886,PKR,DATO' SERI DR WAN AZIZAH BINTI WAN ISMAIL,FEMALE,69,43476,PPBM,DATO KAMARUDIN JAFFAR,MALE,NA,33659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Kuala Lumpur,14,25,191318,185146,6172,97377,93941,59166,58017,3.3,2321,1230,1091,838,490,348,72,4.4,9432,11266,6002,0.305,0,7,67,568,51,32,6,7,6,22,301,617,7741,100,0,0,100,0,5507,3561,4.3,0.392792407,23808.25225,23808.25225,24.96232343,0.020122778,0.002020768,0.316894177,0.002997918,0.006376791,0.002997918,0.006376791,1.30E-05,0.674057174
P.125,P.125,PUTRAJAYA,42881,93.85,0.89,2.78,1.21,0.51,0.06,0.69,96.61,0.16,1.74,1.49,8.33,21,29.66,21.89,10.22,7.43,1.32,0.13,0,49.44,50.56,URBAN,PN,PPBM,NA,42881,2310,NA,NA,NA,168,36643,UMNO,TENGKU ADNAN BIN TENGKU MANSOR,MALE,71,13692,PKR,NORAISHAH MYDIN BINTI HAJI ABDUL AZIZ,FEMALE,47,5988,PPBM,DR. RADZI JIDIN (DRJ),MALE,NA,16002,BERJASA,DATO' MOHD ROSLI BIN RAMLI,MALE,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Putrajaya,16,49,109202,106381,2821,53574,55628,38056,29699,3.7,2142,1073,1069,210,118,92,72.5,1.5,9983,12840,7980,0.361,0.4,17,192,984,10,6,2,2,0,0,31,63,1336,100,0,0,100,0,4728,2742,13.1,0.141320898,-52495.74775,-52495.74775,-55.04040449,0.027647053,0.003988406,0.379817761,0.005423138,0.010500842,0.005423138,0.010500842,6.94E-05,0.735442526
P.126,P.126,JELEBU,59561,65.12,23.33,5.49,0.15,0.09,5.22,0.6,98.75,0.01,1.24,0,4.74,16.93,23.81,19.27,13.04,12.48,7.15,2.18,0.39,50.51,49.49,RURAL,BN,UMNO,NA,59561,8125,NA,NA,NA,573,45334,UMNO,JALALUDDIN BIN ALIAS,MALE,59,21805,PAN,DATO' ZULKEFLY OMAR,MALE,NA,13680,PPBM,ZAHARUDDIN BABA SAMION,MALE,NA,9596,PUTRA,AHMAD FAKHRI,MALE,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negeri Sembilan,5,1717,64200,60747,3453,34396,29804,18859,15662,4,890,447,443,363,203,160,64.7,4,4031,5341,3738,0.363,6.2,120,2141,6069,82,60,13,6,3,7,94,258,1481,100,0,0,100,0,5851,3529,4.4,0.19629239,-35815.74775,-35815.74775,-37.5518652,0.025650877,0.139736279,2.334014103,0.184588157,0.059869509,0.184588157,0.059869509,0.079093409,0.757016488
P.127,P.127,JEMPOL,95813,63.63,22.01,12.74,0.1,0.08,0.89,0.55,99.59,0,0.41,0,5.02,19.37,27.28,16.27,11.28,13.38,5.81,1.37,0.22,49.01,50.99,SEMI URBAN,BN,UMNO,NA,95813,5857,NA,NA,NA,834,71795,UMNO,DATO' HAJI SHAMSHULKAHAR BIN HAJI MOHD DELI,MALE,NA,30138,PAN,NORWANI AHMAT,FEMALE,NA,24281,PPBM,AFFENDY SALLEH,MALE,NA,16722,PUTRA,TAN SRI KHALID YUNUS,MALE,NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negeri Sembilan,5,1125,108379,103578,4801,56097,52282,31266,27542,3.9,1537,804,733,630,366,264,62.3,3.9,3551,4907,3398,0.35,5.8,660,7195,17657,196,144,30,2,20,3,212,423,3288,100,0,0,100,0,5899,3694,4.2,0.315766404,436.2522523,436.2522523,0.45739896,0.02090161,0.090913262,2.085565114,0.135050915,0.043591668,0.135050915,0.043591668,0.027280602,0.673177686
P.128,P.128,SEREMBAN,157244,51.29,31.9,13.93,0.38,0.26,0.8,1.45,98.97,0.03,0.98,0.02,6.67,21.15,20.66,16.84,14.57,11.89,5.76,2.01,0.45,49.62,50.38,URBAN,PH,DAP,NA,157244,30841,NA,NA,NA,1109,123314,MCA,FELICIA WONG,FEMALE,43,24584,DAP,LOKE SIEW FOOK,MALE,NA,63916,PAS,HAJI FADLI CHE ME,MALE,NA,33075,PEJUANG,SJN (B) MOHAMAD JANI,MALE,NA,1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negeri Sembilan,5,493,272520,249455,23065,140509,132011,89957,72558,3.7,3824,2004,1820,1569,915,654,64.3,3.6,5533,7601,4938,0.393,4.5,94,2636,9377,155,99,33,16,7,24,895,1049,8663,100,0,0,100,0,7601,4938,4.5,0.518221666,61867.25225,61867.25225,64.86617935,0.026994706,0.040016429,1.217530553,0.054985591,0.032866879,0.054985591,0.032866879,0.006826137,0.727762096
P.129,P.129,KUALA PILAH,63247,76.03,15.68,5.25,0.12,0.12,2.18,0.61,99.41,0.02,0.57,0,5.06,18.17,20.86,16.85,15.23,13.36,6.48,3.32,0.68,49.41,50.59,RURAL,BN,UMNO,NA,63247,6483,NA,NA,NA,489,48662,UMNO,DATO' HJ ADNAN HJ ABU HASSAN,MALE,52,21423,PKR,NOR AZMAN MOHAMAD,MALE,44,14940,PPBM,EDDIN SYAZLEE,MALE,NA,11560,PUTRA,KAMARULZAMAN KAMDIAS,MALE,NA,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,AZMAN BIN IDRIS,MALE,NA,333,Negeri Sembilan,5,1026,71004,69210,1794,36357,34647,24214,18934,3.5,1070,566,504,439,259,180,62.2,4.1,3587,5040,3909,0.366,8.3,493,6957,19228,59,36,13,4,6,7,180,383,2524,100,0,0,100,0,7239,4361,3.1,0.208440167,-32129.74775,-32129.74775,-33.68719159,0.039456729,0.083479199,1.454549806,0.094889314,0.057391778,0.094889314,0.057391778,0.043420754,0.879753424
P.130,P.130,RASAH,155896,32.57,42.64,22.38,0.36,0.32,0.39,1.34,98.48,0.02,0.46,1.04,7.01,22.13,20.39,16.85,14.3,11.33,5.6,1.94,0.45,49.37,50.63,URBAN,PH,DAP,NA,155896,61987,NA,NA,NA,903,119691,MCA,NG KIAN NAM,MALE,43,19447,DAP,CHA KEE CHIN,MALE,NA,81434,GERAKAN,DAVID CHOONG,MALE,NA,18810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negeri Sembilan,5,234,256585,243617,12968,131535,125050,81671,69670,3.7,3649,1908,1741,1497,871,626,64.3,3.8,5759,8173,5170,0.398,1.8,72,1366,4517,188,125,28,12,23,37,667,1236,9892,100,0,0,100,0,8173,5170,1.8,0.513779125,60519.25225,60519.25225,63.45283697,0.022351865,0.0190768,0.923838114,0.02486433,0.020649505,0.02486433,0.020649505,0.001284531,0.76723564
P.131,P.131,REMBAU,133555,73.49,8.86,15.94,0.25,0.21,0.41,0.84,98.32,0.02,0.38,1.28,7.51,24.12,21.87,16.09,13.92,10.49,4.21,1.46,0.32,49.15,50.85,SEMI URBAN,BN,UMNO,NA,133555,19897,NA,NA,NA,826,109436,UMNO,TOK MAT,MALE,66,53075,PKR,JUFITRI JOHA,MALE,43,33178,PPBM,HJ. NAZREE YUNUS,MALE,NA,21875,PEJUANG,RAMLY BIN AWALLUDIN,MALE,NA,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negeri Sembilan,5,635,210209,199489,10720,109870,100339,69055,56124,3.7,3001,1548,1453,1227,706,521,64.2,3.6,5085,6297,3916,0.351,4.2,187,2879,11658,153,83,53,8,9,7,380,745,4261,99.2,0.8,0,100,0,6297,3916,4.2,0.440150941,38178.25225,38178.25225,40.02888875,0.016845149,0.051445548,1.747577588,0.074153525,0.029438205,0.074153525,0.029438205,0.007040284,0.693770762
P.132,P.132,PORT DICKSON,104450,43.6,31.87,21.41,0.83,0.94,0.3,1.05,92.92,0.01,0.5,6.57,6.6,21.37,22.39,17.13,14.09,10.95,5.35,1.75,0.38,51.12,48.88,SEMI URBAN,PH,PKR,NA,104450,23601,NA,NA,NA,1089,80185,MIC,DATUK P.KAMALANATHAN,MALE,57,18412,PKR,DATO' SERI AMINUDDIN BIN HARUN,MALE,55,42013,PAS,CIKGU HAJI RAFIEI MUSTAPHA,MALE,NA,18235,GB,DR. AHMAD IDHAM BIN AHMAD NADZRI,MALE,NA,1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negeri Sembilan,5,571,128954,122844,6110,68409,60545,50523,32774,3.8,1859,945,914,758,431,327,64.2,4,4959,6393,4083,0.378,4.3,617,7254,22345,159,77,50,24,8,14,240,624,3824,100,0,0,100,0,5059,3312,10.3,0.344230959,9073.252252,9073.252252,9.513065256,0.022942409,0.046240845,1.419689508,0.064290527,0.032571097,0.064290527,0.032571097,0.007746585,0.719248189
P.133,P.133,TAMPIN,81099,61.93,23.66,12.28,0.48,0.85,0.17,0.63,93.56,0,0.48,5.95,5,20.63,25.47,17.55,12.43,11.3,5.44,1.89,0.29,50.56,49.44,SEMI URBAN,BN,UMNO,NA,81099,1276,NA,NA,NA,781,61033,UMNO,MOHD ISAM BIN MOHD ISA,MALE,53,23283,PAN,FAIZ FADZIL,MALE,45,22007,PAS,MEJAR (B) ABDUL HALIM,MALE,NA,14962,BERJASA,USTAZ ZAMANI IBRAHIM,MALE,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negeri Sembilan,5,861,88123,83289,4834,46801,41322,27086,22233,3.9,1264,643,621,516,293,223,65.9,4.1,4325,5762,3694,0.386,4.8,198,2671,8098,115,79,22,3,11,6,240,393,2843,100,0,0,100,0,4688,3105,12.7,0.267274165,-14277.74775,-14277.74775,-14.96984127,0.035950147,0.069163032,1.387032619,0.087694884,0.049864027,0.087694884,0.049864027,0.027156165,0.78867807
P.134,P.134,MASJID TANAH,69174,81.95,11.74,3.64,0.23,0.18,0.43,1.82,99.52,0.01,0.13,0.34,6.27,22.33,21.88,16.32,14.39,10.87,5.59,2,0.35,48.69,51.31,SEMI URBAN,PN,PPBM,NA,69174,4411,NA,NA,NA,406,54749,UMNO,ABDUL HAKIM BIN ABDUL WAHID,MALE,36,21193,NA,NA,NA,NA,NA,PPBM,MAS ERMIEYATI,FEMALE,46,25604,PEJUANG,HANDRAWIRAWAN BIN ABU BAKAR,MALE,NA,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melaka,4,325,95689,90536,5153,48380,47309,30358,24521,3.6,1397,743,654,549,320,229,69.6,2.4,5060,6770,4334,0.375,5.2,257,4155,12395,67,30,27,6,4,1,71,185,1454,100,0,0,100,0,10369,5518,1.4,0.227973503,-26202.74775,-26202.74775,-27.47288869,0.030114215,0.026375047,0.935859913,0.03394632,0.028182687,0.03394632,0.028182687,0.003308093,0.776963359
P.135,P.135,ALOR GAJAH,93311,61.39,23.78,13.07,0.17,0.15,0.74,0.7,99.4,0,0.57,0.02,6.34,20.98,21.65,16.95,14.36,11.31,5.86,2.17,0.39,49.22,50.78,SEMI URBAN,PH,PAN,NA,93311,890,NA,NA,NA,726,73000,UMNO,SHAHRIL HAMDAN,MALE,37,27288,PAN,ADLY ZAHARI,MALE,51,28178,PPBM,PAK WAN (DATUK SERI MOHD REDZUAN BIN MD YUSOF),MALE,NA,17211,BERJASA,MUHAMMAD NAZRIQ ABDUL RAHMAN,MALE,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melaka,4,560,171073,155850,15223,89869,81204,48113,47982,3.6,1957,976,981,767,419,348,69.3,2.6,5989,7188,4839,0.341,2.9,235,3813,11093,115,75,31,0,9,8,189,307,3168,100,0,0,100,0,7188,4839,2.9,0.30752068,-2065.747748,-2065.747748,-2.165881933,0.023200649,0.045488352,1.400232134,0.060040997,0.032486294,0.060040997,0.032486294,0.007580891,0.757621539
P.136,P.136,TANGGA BATU,115998,69.28,22.29,3.65,1.45,1.57,0.06,1.7,91.69,0.01,0.04,8.25,7.27,24.87,24.14,17.08,12.4,8.79,4.05,1.22,0.19,51.28,48.72,URBAN,PN,PAS,NA,115998,8849,NA,NA,NA,719,92017,MCA,DATUK LIM BAN HONG,MALE,45,25095,PKR,PROF. MADYA RUSNAH ALUAI,FEMALE,60,28557,PAS,BAKRI JAMALUDDIN,MALE,NA,37406,PUTRA,GHAZALI BIN ABU,MALE,NA,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melaka,4,121,198033,187981,10052,105772,92261,63350,51814,3.6,2851,1444,1407,1118,621,497,66,1.8,6101,7855,5368,0.374,5.9,123,1904,6550,61,42,8,4,7,6,405,476,3434,100,0,0,100,0,4838,3377,12.5,0.382289161,20621.25225,20621.25225,21.62083814,0.023131672,0.009746241,0.649105174,0.013728451,0.015014888,0.013728451,0.015014888,3.47E-04,0.709930177
P.137,P.137,HANG TUAH JAYA,118493,61.73,30.62,6.04,0.31,0.2,0.01,1.09,98.97,0.01,0.79,0.23,6.4,21.78,22.62,16.83,13.93,11.26,5.34,1.59,0.24,49.02,50.98,URBAN,PH,PKR,NA,118493,8638,NA,NA,NA,737,94486,UMNO,MOHD RIDHWAN BIN MOHD ALI,MALE,NA,30780,PKR,ADAM ADLI,MALE,33,39418,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,NA,23549,PEJUANG,SHEIKH IKHZAN,MALE,40,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melaka,4,116,183693,169388,14305,95923,87770,57900,49224,3.6,2640,1367,1273,1038,589,449,65.4,2.3,6520,8837,5432,0.408,4.3,24,412,846,115,92,14,6,3,19,384,911,7158,100,0,0,100,0,8837,5432,4.3,0.390511815,23116.25225,23116.25225,24.23677972,0.019359289,0.009318567,0.693792927,0.01305607,0.013431338,0.01305607,0.013431338,2.65E-04,0.713734488
P.138,P.138,KOTA MELAKA,164140,38.98,54.17,4.46,0.24,0.18,0.01,1.96,99.57,0.02,0.41,0,5.43,18.77,19.92,17.14,15.12,13.27,7.29,2.54,0.52,48.65,51.35,URBAN,PH,DAP,NA,164140,46420,NA,NA,NA,1338,123181,MCA,KON QI YAO,MALE,41,20686,DAP,KHOO POAY TIONG,MALE,NA,73995,GERAKAN,SUHAIME BORHAN,MALE,NA,27575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melaka,4,66,215409,200060,15349,112730,102679,75418,59117,3.5,3019,1592,1427,1190,685,505,66.1,2.4,6100,7703,4792,0.381,2.9,11,157,1713,192,146,22,9,15,32,703,1115,9995,100,0,0,100,0,7703,4792,2.9,0.540948489,68763.25225,68763.25225,72.09645315,0.009351956,0.005299704,0.752791313,0.013879529,0.007040071,0.013879529,0.007040071,4.15E-05,0.381836054
P.139,P.139,JASIN,96208,73.29,15.5,10.12,0.09,0.09,0.14,0.77,99.76,0.01,0.24,0,6.41,22.08,21.49,16.96,14.71,10.77,5.3,1.98,0.31,48.77,51.23,SEMI URBAN,PN,PAS,NA,96208,322,NA,NA,NA,553,77598,UMNO,ROSLAN BIN AHMAD,MALE,55,27571,PAN,DATUK HARUN,MALE,NA,21674,PAS,TUAN GURU ZULKIFLI ISMAIL,MALE,NA,27893,PEJUANG,MOHD DAUD NASIR,MALE,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melaka,4,479,134531,123546,10985,72268,62263,44614,34416,3.7,1977,1009,968,778,434,344,61.5,1.7,5682,7428,4830,0.386,2.7,42,529,3434,87,53,27,4,3,3,181,268,2128,100,0,0,100,0,4688,3105,12.7,0.317068187,831.2522523,831.2522523,0.871546023,0.021131265,0.038413526,1.348277666,0.053669554,0.028490812,0.053669554,0.028490812,0.004923949,0.715741479
P.140,P.140,SEGAMAT,69360,46.7,42.64,9.32,0.19,0.21,0.17,0.79,98.71,0.01,0.84,0.44,4.81,18.67,22.51,16.1,14.6,13.89,6.56,2.38,0.49,50.27,49.73,SEMI URBAN,PH,PKR,NA,69360,5659,NA,NA,NA,586,50642,MIC,TAN SRI M RAMASAMY,MALE,NA,17768,PKR,R YUNESWARAN,MALE,35,23427,PPBM,POOBALAN PONNUSAMY,MALE,NA,8385,PUTRA,SYED HAIROUL,MALE,NA,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,941,76011,71225,4786,39404,36607,23470,19829,3.6,1135,611,524,413,253,160,70.9,3.8,5645,6587,4151,0.319,2.6,174,1894,8427,167,120,22,2,23,7,173,246,2304,100,0,0,100,0,12031,5979,0.2,0.228586494,-26016.74775,-26016.74775,-27.27787261,0.030098767,0.076517645,1.594433631,0.088752225,0.047990486,0.088752225,0.047990486,0.027828617,0.862149037
P.141,P.141,SEKIJANG,63981,57.76,36.58,4.07,0.08,0.09,0.31,1.11,100,0,0,0,5.97,21.03,23.2,17.68,12.97,11.26,5.9,1.77,0.23,49.44,50.56,SEMI URBAN,PH,PKR,NA,63981,1734,NA,NA,NA,475,48237,UMNO,MD SALLEHEEN BIN MOHAMAD,MALE,NA,17207,PKR,DR ZALIHA MUSTAFA,FEMALE,58,18941,PPBM,UZZAIR BIN ISMAIL,MALE,NA,11612,PUTRA,SAIFUL FAIZAL,MALE,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,MOHD ZOHAR BIN AHMAD,MALE,50,339,Johor,1,550,79347,75894,3453,41099,38248,25333,20658,3.7,1172,624,548,428,259,169,70.3,4.1,5440,6390,4194,0.334,3.4,12,301,2798,222,160,27,4,31,8,273,352,3146,100,0,0,100,0,6390,4194,3.4,0.210859177,-31395.74775,-31395.74775,-32.91761199,0.021483409,0.044745928,1.443195487,0.059570217,0.031004759,0.059570217,0.031004759,0.006792505,0.751145959
P.142,P.142,LABIS,49846,37.55,43.75,15.36,0.14,0.06,2.31,0.84,99.91,0.01,0.08,0,4.79,17.92,20.68,17.88,15.97,12.57,7.01,2.63,0.55,50.26,49.74,SEMI URBAN,PH,DAP,NA,49846,2833,NA,NA,NA,434,34745,MCA,CHUA TEE YONG,MALE,45,13300,DAP,PANG HOK LIONG,MALE,NA,16133,PPBM,ALVIN CHANG,MALE,NA,5312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,1374,42404,39002,3402,22697,19707,16235,12368,3.4,621,320,301,226,133,93,70.1,4.3,5636,6259,4033,0.274,2.4,158,2016,9584,84,56,8,2,18,2,87,89,1359,100,0,0,100,0,6259,4033,2.4,0.164275121,-45530.74775,-45530.74775,-47.73778601,0.040798704,0.111719676,1.654785289,0.135553584,0.067513095,0.135553584,0.067513095,0.080412844,0.824173528
P.143,P.143,PAGOH,69939,66.08,29.25,3.42,0.09,0.06,0.57,0.53,99.85,0,0.15,0,5.75,20.76,22.15,16.53,14.53,11.8,5.3,2.68,0.51,49.79,50.21,RURAL,PN,PPBM,NA,69939,10007,NA,NA,NA,419,54391,UMNO,DATUK SERI RAZALI IBRAHIM,MALE,52,14426,PKR,ISKANDAR SHAH,MALE,41,14979,PPBM,TAN SRI MUHYIDDIN BIN MD YASIN,MALE,75,24986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,1258,95202,83657,11545,53338,41864,26485,23231,3.8,1325,648,677,477,269,208,67,2.1,4785,5774,3698,0.31,6.9,45,684,4686,179,132,28,12,7,7,347,213,2289,100,0,0,100,0,4747,3154,5.7,0.230494678,-25437.74775,-25437.74775,-26.67080641,0.020363277,0.103387981,2.253259412,0.134737397,0.045883746,0.134737397,0.045883746,0.034372214,0.767329515
P.144,P.144,LEDANG,104577,55.29,38.55,4.89,0.1,0.06,0.44,0.66,99.65,0.01,0.34,0,6.17,21.13,21.2,16.64,14.86,11.3,5.87,2.42,0.4,49.38,50.62,SEMI URBAN,PH,PKR,NA,104577,9769,NA,NA,NA,838,80307,UMNO,HAMIM SAMURI,MALE,64,23881,PKR,SYED IBRAHIM SYED NOH,MALE,58,33650,PPBM,ZAIDI HJ MAJID,MALE,NA,22292,PEJUANG,RAFIDAH RIDWAN,FEMALE,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johor,1,653,147579,141228,6351,76299,71280,38901,34312,4.2,2042,1096,946,744,454,290,64.5,2.9,5710,6757,4248,0.323,3.2,56,772,3929,221,159,41,10,11,10,375,394,3727,99.8,0.2,0,100,0,5318,3035,6.1,0.344649507,9200.252252,9200.252252,9.6462214,0.016617504,0.052199627,1.772355375,0.069000813,0.029452122,0.069000813,0.029452122,0.007150235,0.756507425
