UNIQUE CODE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2022),WINNING COALITION,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,state,code_state,area_km2,population_total,nationality_citizen,nationality_non_citizen,sex_male,sex_female,housing_total,household_total,household_size_avg,live_births,live_births_male,live_births_female,deaths,deaths_male,deaths_female,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,sme_small,sme_micro,sme_medium,businesses_agriculture,businesses_crops,businesses_livestock,businesses_fisheries,businesses_forestry,businesses_mining,businesses_manufacturing,businesses_construction,businesses_services,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none,income_mean,expenditure_mean,poverty_rate,Loosemore-Hanby Index,Gallagher Index,Gallagher Index (n),Gallagher Index (%),Polsby-Popper Index,Parliament Area,Parliament Perimeter,Convex-Hull,Compactness,Convex Hull,Compactness Index,Reock Index,Convex Hull Index
P.046,P.046,BATU KAWAN,88812,22.82,54.05,22.27,0.2,0.07,0,0.58,99.78,0,0.22,0,6.37,20.33,20.02,17.89,16,11.56,5.76,1.72,0.34,49.03,50.97,URBAN,PH,DAP,NA,88812,40400,NA,NA,NA,839,68831,MCA,TAN LEE HUAT,MALE,55,7145,DAP,CHOW KON YEOW,MALE,NA,50744,GERAKAN,WONG CHIA ZHEN,MALE,NA,10344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,ONG CHIN WEN,MALE,NA,450,Pulau Pinang,7,129,164468,127545,36923,86222,78246,47725,40326,3.8,1756,841,915,952,499,453,75.6,3.7,6069,7644,4680,0.35,0.6,186,1796,5500,136,37,46,47,6,19,1217,443,5905,100,0,0,100,0,5899,3694,4.2,0.292693537,-6564.747748,-6564.747748,-6.882964562,0.01817005,0.010482885,0.759560477,0.017201997,0.013801252,0.017201997,0.013801252,3.15E-04,0.60939934
P.047,P.047,NIBONG TEBAL,100062,46.75,34.72,17.86,0.13,0.07,0.01,0.47,99.45,0.01,0.54,0,6.98,22.65,20.89,17.92,15.14,9.84,4.96,1.38,0.24,48.66,51.34,SEMI URBAN,PN,PPBM,NA,100062,16293,NA,NA,NA,1021,79308,MMSP,DATUK SERI THANENTHIRAN,MALE,59,10660,PKR,FADHLINA BINTI SIDEK,FEMALE,44,42188,PPBM,DATO' MANSOR BIN OTHMAN,MALE,NA,25895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pulau Pinang,7,178,122034,120291,1743,63860,58174,44019,38207,3.2,1403,710,693,762,421,341,76.6,3.3,5526,6591,3808,0.32,2.5,70,976,4136,227,65,59,100,3,8,469,338,4171,100,0,0,100,0,5540,4146,4.9,0.329769634,4685.252252,4685.252252,4.912363194,0.027682642,0.014396527,0.721149149,0.017801659,0.019963314,0.017801659,0.019963314,9.06E-04,0.808718254
P.048,P.048,BUKIT BENDERA,92521,15.07,71.12,12.04,0.22,0.15,0.01,1.39,98.84,0.02,0.6,0.54,3.6,13.55,16,16.53,17.94,16.1,10.78,4.5,1.01,47.25,52.75,URBAN,PH,DAP,NA,92521,42610,NA,NA,NA,653,62489,PCM,RICHIE HUAN XIN YUN,MALE,NA,5417,DAP,SYERLEENA ABDUL RASHID,FEMALE,NA,49353,GERAKAN,HNG CHEE WEY,MALE,NA,6743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pulau Pinang,7,65,123827,109799,14028,61703,62124,56322,43650,2.8,1391,734,657,759,435,324,66,3.7,7322,9862,6129,0.41,0,153,2082,8956,100,79,7,12,2,18,510,656,10117,100,0,0,100,0,9862,6129,0,0.304917114,-2855.747748,-2855.747748,-2.99417606,0.031249791,0.005257087,0.410155969,0.006568678,0.012817288,0.006568678,0.012817288,1.36E-04,0.800326563
P.049,P.049,TANJONG,52803,6.28,81.75,11.24,0.12,0.09,0,0.51,98.29,0,1.62,0.09,1.94,8.53,12.45,14.66,19.43,22.25,13.27,4.78,2.69,50.56,49.44,URBAN,PH,DAP,NA,52803,28754,NA,NA,NA,386,37683,MCA,TAN KIM NEE,FEMALE,38,3214,DAP,LIM HUI YING,FEMALE,NA,31968,GERAKAN,AH LENG,MALE,NA,2501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pulau Pinang,7,6,34809,25427,9382,20663,14146,14679,10360,2.8,315,163,152,171,96,75,66.6,4,6135,7807,4648,0.35,1.5,94,1866,8010,120,68,23,18,11,22,516,433,9029,100,0,0,100,0,5899,3694,4.2,0.174020367,-42573.74775,-42573.74775,-44.63744964,0.042923604,4.65E-04,0.104045576,5.47E-04,0.004466011,5.47E-04,0.004466011,1.46E-06,0.850030957
P.050,P.050,JELUTONG,93989,21.02,63.2,14.88,0.16,0.09,0,0.64,99.01,0.01,0.99,0,4.16,15.25,18.55,17.65,16.93,15.49,8.54,2.8,0.63,48.05,51.95,URBAN,PH,DAP,NA,93989,38604,NA,NA,NA,858,70707,IPF,DATUK LOGANATHAN A/L THORAISAMY,MALE,NA,7387,DAP,SANISVARA NETHAJI RAYER (RSN RAYER),MALE,NA,50369,GERAKAN,BALJIT SINGH,MALE,NA,11765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,LIM HUAT POH (MARTIN),MALE,NA,442,Pulau Pinang,7,10,113725,109271,4454,56549,57176,39632,34531,3.3,1323,703,620,723,417,306,67.6,4.5,7174,7555,4753,0.28,1.3,53,995,5297,41,21,5,13,2,18,340,486,5501,100,0,0,100,0,6737,3334,0.9,0.309755133,-1387.747748,-1387.747748,-1.455016847,0.043409009,7.58E-04,0.132151844,8.91E-04,0.005736581,8.91E-04,0.005736581,3.94E-06,0.850576552
P.051,P.051,BUKIT GELUGOR,117134,14.64,71.69,12.83,0.12,0.09,0,0.63,99.85,0.02,0.07,0.06,4.76,16.99,19.19,18.58,16.38,13.12,7.75,2.72,0.5,47.78,52.22,URBAN,PH,DAP,NA,117134,63112,NA,NA,NA,646,86073,MCA,WONG CHIN CHONG,MALE,48,6777,DAP,RAMKARPAL SINGH,MALE,NA,71204,PPBM,P. THINAGARANABHAN,MALE,NA,8092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pulau Pinang,7,32,201005,181015,19990,102178,98827,66466,60025,3.2,2224,1192,1032,1215,705,510,66.4,3.8,6220,8013,4707,0.35,0.2,29,673,4047,32,12,8,11,1,2,232,377,4167,100,0,0,100,0,5899,3694,4.2,0.386033022,21757.25225,21757.25225,22.81190412,0.026749491,0.002651485,0.314837785,0.003496699,0.00842175,0.003496699,0.00842175,2.97E-05,0.758282285
P.052,P.052,BAYAN BARU,119640,38.77,47.85,12.18,0.3,0.19,0,0.71,98.11,0.03,0.27,1.6,5.49,19.02,21.45,18.3,15.4,12.45,6.01,1.63,0.24,48.57,51.43,URBAN,PH,PKR,NA,119640,34902,NA,NA,NA,1170,89708,MCA,SAW YEE FUNG,FEMALE,33,13377,PKR,SIM TZE TZIN,MALE,46,55209,GERAKAN,OH TONG KEONG,MALE,NA,20307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,JEFF OOI,MALE,NA,440,Pulau Pinang,7,41,188603,172414,16189,93984,94619,65086,59285,3.2,2166,1153,1013,1184,683,501,69.6,2.9,6981,9040,5562,0.36,0.8,132,1712,6768,66,33,12,18,3,12,739,616,7511,100,0,0,100,0,5745,3255,9.2,0.394291929,24263.25225,24263.25225,25.43937891,0.014877161,0.003345087,0.474180466,0.005624957,0.007054459,0.005624957,0.007054459,2.63E-05,0.594686656
P.053,P.053,BALIK PULAU,80264,65.23,29.05,4.83,0.24,0.14,0.01,0.5,99.01,0.01,0.98,0,6.62,21.86,20.65,17.1,15.86,11.07,5.01,1.57,0.27,49.85,50.15,SEMI URBAN,PH,PKR,NA,80264,1582,NA,NA,NA,863,63911,UMNO,DATUK SHAH HEADAN BIN AYOOB SHAH,MALE,NA,15478,PKR,MUHAMMAD BAKHTIAR BIN WAN CHIK,MALE,57,24564,PPBM,HARRIS IDAHAM RASHID,MALE,30,22982,PEJUANG,FAZLI MOHAMMAD,MALE,NA,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pulau Pinang,7,147,132344,129100,3244,67558,64786,53190,39547,3.3,1562,809,753,852,480,372,69.2,2.8,6485,7975,5166,0.33,0.7,36,451,2591,37,11,9,15,2,4,190,250,2644,100,0,0,100,0,5522,3564,6.8,0.264522295,-15112.74775,-15112.74775,-15.84531671,0.019028074,0.01199736,0.794045562,0.018703342,0.015109158,0.018703342,0.015109158,4.32E-04,0.641455412
P.054,P.054,GERIK,47565,66.84,13.51,3.03,0.63,0.74,12.05,3.2,94.09,0.01,2.32,3.58,6.95,24.77,24.73,16.06,12.35,9.4,4.02,1.44,0.28,52.49,47.51,RURAL,PN,PPBM,NA,47565,1377,NA,NA,NA,670,34612,UMNO,DR ASYRAF WAJDI DUSUKI,MALE,46,13728,DAP,TARMIZI MOHD JAM,MALE,NA,5779,PPBM,FATHUL HUZIR AYOB,MALE,NA,15105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,4521,56810,55409,1401,29767,27043,18089,14490,3.8,734,372,362,415,228,187,62.5,4.2,4110,5138,3072,0.349,8.9,9,138,1267,39,26,2,2,9,4,70,155,1175,98.1,0,1.9,100,0,5138,3072,8.9,0.156757737,-47811.74775,-47811.74775,-50.12935425,0.021544129,0.369088446,4.139050791,0.497094405,0.089172244,0.497094405,0.089172244,0.46345713,0.742491652
P.055,P.055,LENGGONG,36950,83.21,11.8,1.38,0.12,0.06,3.12,0.31,99.86,0,0.14,0,5.38,19.47,24.95,17.28,13.18,11.25,5.98,2.07,0.43,49.51,50.49,RURAL,BN,UMNO,NA,36950,879,NA,NA,NA,443,27679,UMNO,DR SHAMSUL ANUAR NASARAH,MALE,55,12588,PKR,JUREY LATIFF ROSLI,MALE,56,3382,PAS,USTAZ RIF'AAT RAZMAN,MALE,NA,11709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,1793,37428,36209,1219,19206,18222,11976,9974,3.7,483,251,232,274,155,119,61.8,3.8,3004,3885,2177,0.34,17.5,NA,59,685,22,16,3,1,2,0,44,91,593,94.9,2.2,2.9,100,0,4313,2535,17.9,0.12177438,-58426.74775,-58426.74775,-61.25890128,0.028143998,0.1463167,2.280100824,0.188627744,0.064171154,0.188627744,0.064171154,0.09514661,0.775690241
P.056,P.056,LARUT,65719,89.94,3.92,5.62,0.09,0.05,0.01,0.38,99.65,0.01,0.34,0,5.95,21.62,22.92,17.35,13.6,10.58,5.63,1.98,0.36,49.12,50.88,RURAL,PN,PPBM,NA,65719,11598,NA,NA,NA,735,51875,UMNO,SHAFIQ FHADLY MAHMUD,MALE,37,16752,PAN,USTAZ ZOLKHARNAIN BIN ABIDIN,MALE,NA,6207,PPBM,DATO SERI HAMZAH ZAINUDIN,MALE,NA,28350,BERJASA,USTAZ AUZAIE,MALE,27,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,1129,66020,64190,1830,33677,32343,22324,17806,3.7,872,458,414,495,283,212,66.7,5.8,4115,5173,3605,0.33,7.4,6,119,882,57,35,10,7,5,0,41,87,837,97.8,0,2.2,100,0,5522,3564,6.8,0.216587022,-29657.74775,-29657.74775,-31.09536491,0.027108582,0.092105655,1.843273366,0.116843364,0.049968527,0.116843364,0.049968527,0.036316093,0.788283151
P.057,P.057,PARIT BUNTAR,68502,68.43,25.88,5.1,0.07,0.04,0,0.48,99.85,0.01,0.14,0,5.55,19.49,20.81,18.59,16.25,11.07,6.01,1.81,0.41,50.05,49.95,SEMI URBAN,PN,PAS,NA,68502,5395,NA,NA,NA,592,52903,UMNO,CIKGU IMRAN,MALE,47,11593,PAN,DATUK SERI DR MUJAHID YUSOF RAWA,MALE,NA,17828,PAS,USTAZ MISBAH,MALE,NA,23223,PEJUANG,HJ ROHIJAS,MALE,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,145,73366,70378,2988,37803,35563,20480,17655,4.1,956,498,458,543,308,235,60.3,5.6,4501,5610,3923,0.308,8,22,336,1742,81,29,13,39,0,0,125,141,1804,100,0,0,100,0,5610,3923,8,0.225758824,-26874.74775,-26874.74775,-28.17746294,0.038322084,0.011849809,0.556072113,0.014165752,0.021309842,0.014165752,0.021309842,8.50E-04,0.836511116
P.058,P.058,BAGAN SERAI,80293,78.25,12.36,9.01,0.06,0.05,0.01,0.26,99.59,0,0.41,0,6.29,21.26,21.85,17.71,15.13,10.12,5.48,1.76,0.4,49.71,50.29,SEMI URBAN,PN,PAS,NA,80293,18551,NA,NA,NA,895,62533,UMNO,HAJI ZUL HELMI GHAZALI,MALE,43,15202,PKR,SITI AISHAH BINTI SHAIK ISMAIL,FEMALE,37,13195,PAS,DATUK USTAZ IDRIS,MALE,NA,33753,PEJUANG,HAJI AHMAD LUQMAN,MALE,NA,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,770,92986,90335,2651,47877,45109,29419,22596,4.1,1229,641,588,699,396,303,61.2,4.5,4543,5507,3561,0.305,4.3,12,240,1465,111,41,18,47,5,0,85,132,1411,100,0,0,100,0,5507,3561,4.3,0.264617869,-15083.74775,-15083.74775,-15.81491098,0.034910643,0.062770004,1.340902367,0.071100818,0.046811763,0.071100818,0.046811763,0.021721103,0.882830964
P.059,P.059,BUKIT GANTANG,94253,71.25,19.14,9.04,0.1,0.08,0.01,0.38,99.91,0.01,0.08,0,5.71,21.22,23.35,17.11,13.98,11.41,5.32,1.58,0.32,49.41,50.59,SEMI URBAN,PN,PPBM,NA,94253,12756,NA,NA,NA,1033,71567,UMNO,MOHAMMAD SOLLEHIN,MALE,NA,19869,PAN,DR FAKHARULUDIN MOHD HASHIM,MALE,NA,18565,PPBM,DATO' SYED ABU HUSSIN,MALE,NA,32625,PEJUANG,MOHD SHUKRI,MALE,NA,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,833,107813,102363,5450,56244,51569,33062,27989,3.7,1433,731,702,813,452,361,67.7,6,3798,4607,3363,0.31,12.9,32,347,1851,114,42,12,41,19,4,170,173,1800,99.8,0,0.2,99.8,0.2,4747,3154,5.7,0.310625185,-1123.747748,-1123.747748,-1.178219822,0.02421216,0.067714055,1.67233256,0.085246709,0.040490783,0.085246709,0.040490783,0.01753117,0.794330431
P.060,P.060,TAIPING,121566,39.67,44.38,14.45,0.29,0.54,0.03,0.64,96.3,0.01,0.4,3.28,4.72,18.95,22.3,16.12,13.67,13.32,7.59,2.73,0.59,49.11,50.89,URBAN,PH,DAP,NA,121566,25529,NA,NA,NA,1121,84769,MCA,NEOW CHOO SEONG,MALE,37,14599,DAP,WONG KAH WOH,MALE,NA,47098,GERAKAN,CIKGU SEE TEAN SENG,MALE,NA,21569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,118,130712,125815,4897,67547,63165,42279,34818,3.6,1716,901,815,978,558,420,66.5,4.7,4751,5916,3914,0.32,4.9,46,844,3828,132,76,29,13,14,14,320,413,3971,100,0,0,100,0,5540,4146,4.9,0.400639357,26189.25225,26189.25225,27.45873902,0.035738527,0.009527848,0.516332048,0.011275412,0.018452947,0.011275412,0.018452947,5.12E-04,0.845011077
P.061,P.061,PADANG RENGAS,38686,77.87,14.82,6.75,0.08,0.06,0,0.43,99.89,0.01,0.11,0,5.11,19.18,22.12,16.95,14.8,12.26,6.35,2.68,0.56,49.52,50.48,SEMI URBAN,PN,PPBM,NA,38686,3046,NA,NA,NA,370,29878,UMNO,MOHD ARRIF BIN ABDUL MAJID,MALE,NA,9885,PKR,KAMIL MUNIM,MALE,32,7062,PPBM,KAPTEN AZAHARI,MALE,NA,12931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,395,38294,37426,868,19242,19052,13661,10328,3.7,510,271,239,290,168,122,60.4,5.1,4314,6975,4223,0.46,5.9,9,104,690,30,16,10,1,3,4,61,73,644,100,0,0,100,0,6975,4223,5.9,0.127495633,-56690.74775,-56690.74775,-59.43875115,0.030824366,0.03222801,1.022514946,0.039753519,0.031518375,0.039753519,0.031518375,0.005055695,0.810695768
P.062,P.062,SUNGAI SIPUT,72395,34.2,34.67,21.13,0.07,0.06,9.59,0.29,99.59,0,0.4,0,5.6,19.39,20.54,17.95,15.65,11.84,6.21,2.38,0.44,49.97,50.03,SEMI URBAN,PH,PKR,NA,72395,1846,NA,NA,NA,991,51649,MIC,TAN SRI SA. VIGNESWARAN (TSV),MALE,56,19791,PKR,S. KESAVAN,MALE,50,21637,PPBM,DATO SRI IRUDIANATHAN,MALE,NA,8190,PEJUANG,AHMAD FAUZI BIN MOHD JAAFAR,MALE,NA,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,1850,86815,83900,2915,44691,42124,25049,24682,3.5,953,498,455,541,307,234,60.7,5.5,3376,4399,2650,0.337,16.7,27,250,1647,112,59,29,5,19,5,149,146,1536,100,0,0,100,0,5577,3853,7.8,0.238588801,-22981.74775,-22981.74775,-24.0957553,0.032557265,0.150943696,2.153195838,0.180955115,0.070102168,0.180955115,0.070102168,0.117137946,0.834149929
P.063,P.063,TAMBUN,160558,64.63,20.49,12.48,0.29,0.41,0.99,0.71,97.04,0.01,1.62,1.33,6.9,23.24,22.74,16.81,13.6,10.48,4.71,1.3,0.22,49.54,50.46,URBAN,PH,PKR,NA,160558,3736,NA,NA,NA,1369,125039,UMNO,AMINUDDIN HANAFIAH,MALE,NA,28410,PKR,ANWAR IBRAHIM,MALE,75,49625,PPBM,AHMAD FAIZAL AZUMU @ PEJA,MALE,NA,45889,PEJUANG,ABDUL RAHIM TAHIR,MALE,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,535,259166,245870,13296,133989,125177,81823,70138,3.6,3085,1638,1447,1756,1012,744,64.7,3.8,4964,6170,3878,0.345,5.6,80,902,5068,108,53,30,8,17,15,510,566,4996,100,0,0,100,0,6170,3878,5.6,0.52914346,65181.25225,65181.25225,68.34082079,0.025661485,0.043626895,1.3038759,0.057101688,0.033459392,0.057101688,0.033459392,0.007712766,0.764021112
P.064,P.064,IPOH TIMOR,118178,23.08,68.41,7.49,0.15,0.13,0.03,0.71,97.81,0.03,1.66,0.5,3.74,14.16,17.92,17.21,15.8,15.35,10.29,4.44,1.08,49.12,50.88,URBAN,PH,DAP,NA,118178,43888,NA,NA,NA,678,79960,MCA,NG KAI CHEONG,MALE,38,8750,DAP,HOWARD LEE CHUAN HOW,MALE,NA,57549,PPBM,NOR AFZAINIZAM BIN SALLEH,MALE,NA,13661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,43,134700,126126,8574,69880,64820,46436,39263,3.3,1665,883,782,948,546,402,66.1,4.8,4418,6177,3993,0.415,1.9,122,1964,8025,262,178,12,17,55,91,701,786,8479,100,0,0,100,0,6177,3993,1.9,0.389473684,22801.25225,22801.25225,23.90651054,0.015104897,0.003480664,0.480034158,0.006437596,0.007250867,0.006437596,0.007250867,2.89E-05,0.540677595
P.065,P.065,IPOH BARAT,114654,13.15,59.11,26.96,0.08,0.1,0.04,0.56,99.24,0.01,0.26,0.49,4.29,16.62,18.35,17,16.23,14.42,8.76,3.43,0.89,48.99,51.01,URBAN,PH,DAP,NA,114654,56667,NA,NA,NA,773,78356,MCA,AH NAN,MALE,39,7248,DAP,M. KULA,MALE,NA,63915,GERAKAN,CHEK KWONG WENG,MALE,NA,6815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,37,134978,127100,7878,69809,65169,43354,37192,3.5,1685,899,786,961,556,405,64.5,4.3,4597,7860,5013,0.539,5.6,158,1904,8065,293,174,42,14,63,77,588,811,8592,98.9,1.1,0,100,0,7860,5013,5.6,0.377859803,19277.25225,19277.25225,20.21168965,0.021708629,0.003080974,0.376727931,0.004448813,0.008178247,0.004448813,0.008178247,3.25E-05,0.692538506
P.066,P.066,BATU GAJAH,111896,12.65,69.09,17.59,0.08,0.06,0.1,0.43,99.47,0.01,0.5,0.02,5,17.84,17.76,18.39,16.78,13.32,7.6,2.84,0.48,50.54,49.46,URBAN,PH,DAP,NA,111896,53836,NA,NA,NA,825,74955,MCA,TEOH CHIN CHONG,MALE,63,6793,DAP,V. SIVAKUMAR,MALE,NA,60999,GERAKAN,WOO CHEONG YUEN,MALE,NA,7163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,216,137227,128911,8316,72757,64470,44930,38222,3.5,1680,876,804,955,541,414,64.9,5.4,3870,4671,2941,0.318,7.3,112,1359,4380,75,41,14,12,8,21,929,497,4415,100,0,0,100,0,6299,4225,7.5,0.368770392,16519.25225,16519.25225,17.31999952,0.019270194,0.017542134,0.954109389,0.023455056,0.018385873,0.023455056,0.018385873,9.36E-04,0.747904153
P.067,P.067,KUALA KANGSAR,46985,70.35,21.02,6.57,0.1,0.07,1.17,0.73,99.28,0.01,0.71,0,5.35,19.67,21.86,17.32,14.17,12.01,6.28,2.71,0.62,49.36,50.64,SEMI URBAN,PN,PPBM,NA,46985,3566,NA,NA,NA,442,35754,UMNO,MASLIN SHAM BIN RAZMAN,MALE,NA,10814,PAN,DR. AHMAD TERMIZI RAMLI,MALE,68,10356,PPBM,ISKANDAR DZULKARNAIN,MALE,NA,14380,PEJUANG,DR YUSMALIA BT MOHAMAD YUSOF,FEMALE,43,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,576,51789,50680,1109,25838,25951,16749,14391,3.6,696,375,321,397,232,165,59.9,4.9,3901,4819,3282,0.342,7.3,5,213,1452,37,27,2,2,6,4,99,132,1436,99.3,0,0.7,100,0,3750,2307,18.9,0.154846258,-48391.74775,-48391.74775,-50.73746892,0.036552506,0.04692684,1.133057828,0.057022447,0.041416103,0.057022447,0.041416103,0.012710994,0.822953806
P.068,P.068,BERUAS,108249,27.13,56.81,15.17,0.25,0.2,0.01,0.42,99.82,0.01,0.16,0,5.49,18.89,20.67,17.71,15.07,12.28,6.94,2.42,0.53,50.31,49.69,SEMI URBAN,PH,DAP,NA,108249,33971,NA,NA,NA,1124,72173,MCA,DING SIEW CHEE,MALE,55,12724,DAP,DATO' NGEH KOO HAM,MALE,NA,46710,GERAKAN,IR. ONG KEAN SING,MALE,NA,12739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,754,119756,111194,8562,63776,55980,42750,31515,3.7,1543,791,752,876,489,387,64.8,5.1,3973,5592,3486,0.411,8.9,56,935,4729,398,170,79,140,9,15,316,472,4615,99.9,0.1,0,100,0,5592,3486,8.9,0.356751145,12872.25225,12872.25225,13.49621638,0.020047089,0.061350084,1.74937099,0.087357884,0.035069796,0.087357884,0.035069796,0.011915201,0.702284455
P.069,P.069,PARIT,47915,92.34,2,2.52,0.12,0.13,2.22,0.68,99.01,0,0.76,0.23,6.01,21.25,22.49,16.88,14.68,11.09,4.96,2.25,0.39,49.61,50.39,SEMI URBAN,PN,PAS,NA,47915,2155,NA,NA,NA,501,37545,UMNO,DATO' NIZAR,MALE,53,15026,PAN,NURTHAQAFFAH NORDIN,FEMALE,NA,5063,PAS,USTAZ ISMI,MALE,NA,17181,PEJUANG,DR. FAIZOL FADZLI,MALE,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,560,60988,58692,2296,31418,29570,22714,19961,3.4,857,426,431,485,263,222,60.6,6.3,4629,6129,3972,0.364,6.2,10,159,1046,46,34,8,2,2,0,48,107,1046,100,0,0,100,0,6129,3972,6.2,0.157911215,-47461.74775,-47461.74775,-49.76238849,0.039628279,0.045673282,1.07356539,0.056843788,0.042543549,0.056843788,0.042543549,0.013054173,0.803487651
P.070,P.070,KAMPAR,89894,34.58,52.64,10.12,0.1,0.09,2.02,0.46,99.57,0.01,0.42,0,4.48,16.49,18.55,17.55,16.7,14.15,8.07,3.3,0.73,50.65,49.35,SEMI URBAN,PH,DAP,NA,89894,14330,NA,NA,NA,852,59386,MCA,LEE CHEE LEONG,MALE,57,16137,DAP,CHONG ZEMIN,MALE,NA,30467,GERAKAN,JANICE WONG,FEMALE,NA,12127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,LEONG CHEOK KENG,MALE,NA,655,Perak,8,547,104552,100333,4219,53736,50816,41050,30015,3.4,1391,726,665,791,449,342,65.8,4.4,3653,4777,2612,0.362,7.6,35,385,2663,90,52,24,11,3,20,144,167,2724,99.9,0,0.1,100,0,4777,2612,7.6,0.296259434,-5482.747748,-5482.747748,-5.74851615,0.031023658,0.044567529,1.198568277,0.055005754,0.037183972,0.055005754,0.037183972,0.009730829,0.810233954
